Name,Description,Headquarter,Industries,Website,Linkedin
Lean Launch Ventures,Lean Launch Ventures delivers an accelerator curriculum for entrepreneurs based on the Lean LaunchPad methodology.,"Westport, Connecticut, United States","Enterprise Software, Health Care",www.LLVentures.co,http://www.linkedin.com/company/2806977
Fundz,Fundz helps financial and investment platforms and professionals achieve disruptive business-to-business results.,"Jerusalem, Yerushalayim, Israel","Financial Services, Internet, Social Media",fundz.co,https://www.linkedin.com/company/fundz
Greentown Labs,"Greentown Labs is the largest cleantech incubator in the U.S., providing entrepreneurs with the community, facilities + resources they need!","Somerville, Massachusetts, United States","Automotive, Clean Energy, Energy Efficiency, Incubators, Power Grid, Solar",greentownlabs.com,http://www.linkedin.com/company/greentown-labs
kalejob,Kalejob is jobs website with full-time and on-demand employment via SMS.,"Newark, Delaware, United States","Mobile Apps, Recruiting, Skill Assessment, SMS, Social Recruiting",kalejob.com,https://www.linkedin.com/company/kalejob/
SparkLabKC,"SparkLabKC Our mission is to support early-stage technology business startups using a proven seed-stage, mentorship-driven accelerator","Kansas City, Missouri, United States","Banking, Finance, Venture Capital",sparklabkc.com,None
2b AHEAD Ventures,2b AHEAD Ventures is an incubator and company builder.,"Leipzig, Sachsen, Germany","Banking, Consulting, Financial Services, Impact Investing, Venture Capital",None,https://www.linkedin.com/company/2b-ahead-ventures/about/
Bizdom,Bizdom is a startup accelerator that provides seed funding and intense mentorship sessions for entrepreneurs in Detroit and Cleveland.,"Cleveland, Ohio, United States","Business Development, Business Intelligence, Venture Capital",bizdom.com,http://www.linkedin.com/company/bizdom
BlockRock Ventures,Seed and Series A venture capital fund with an accelerator model investing in blockchain and AI startups in Germany.,"Hamburg, Hamburg, Germany",European Union (EU),www.blockrock.eu,None
Ameren Accelerator,Ameren Accelerator partners energy corporation to help advance the traditional corporate Accelerator model to the next level.,"St Louis, Missouri, United States",Midwestern US,www.amerenaccelerator.com/,None
SEED SPOT,SEED SPOT is an accelerator focused on supporting impact-driven entrepreneurs across the USA.,"Phoenix, Arizona, United States","Local, Non Profit, Social",seedspot.org,http://www.linkedin.com/company/2622323
StartupEast Ventures,Israeli-pan-Asian startup accelerator and microfund,"Tel Aviv, Tel Aviv, Israel","Angel Investment, FinTech, Incubators, Venture Capital",startup-east.com/,https://www.linkedin.com/company/5019406?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A5019406%2Cidx%3A1-1-1%2CtarId%3A1484489147010%2Ctas%3Astartupeast
Goodie Nation,Goodie Nation is a social impact pre-accelerator.,"Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",goodienation.org/,https://www.linkedin.com/company/7931474/
KWORKS Entrepreneurship Research Center,"KWORKS seeks to serve as a hub of entrepreneurship activity in Istanbul, assisting entrepreneurs to build technology ventures.","Istanbul, Istanbul, Turkey","Education, Incubators, Social Entrepreneurship, Universities",kworks.ku.edu.tr,https://www.linkedin.com/company/10404308
CoFund360,A Global Network of Alternative Accelerators,"Philadelphia, Pennsylvania, United States","Education, Finance",cofund360.com,https://www.linkedin.com/company/ivocate
Aephoria.net,Aephoria.net is a sustainable-business education and incubation program for startup companies operating in Greece.,"Athens, Attiki, Greece","Communities, Consulting, Education, Incubators, Professional Services, Training",None,https://www.linkedin.com/company/aephoria-net/
Elix Incubator,The first social impact incubator for teen entrepreneurs.,"San Francisco, California, United States","Incubators, Social Entrepreneurship, Social Impact",www.elixincubator.com,https://www.linkedin.com/company/elix-incubator
Upstart Labs,Upstart Labs is a startup accelerator that invests in ideas and entrepreneurs.,"Portland, Oregon, United States","Finance, Software, Venture Capital",www.UpstartLabs.com,None
SunDown RunDown Group,"SunDown RunDown hosts monthly business pitch events for entrepreneurs, classes, workshops, mentors, and access to capital","Columbus, Ohio, United States","Business Development, Communities, Coworking, Non Profit, Venture Capital",None,http://www.linkedin.com/company/sundown-rundown
Novalia,"Novalia is an award winning technology company based in Cambridge, UK.","Cambridge, Cambridgeshire, United Kingdom","Information Services, Information Technology, Service Industry",None,None
Plug and Play,"Plug and Play is the ultimate innovation platform, bringing together the best startups and the world’s largest corporations.","Sunnyvale, California, United States","Business Development, Venture Capital",None,https://www.linkedin.com/company/plug-and-play-tech-center
SOSV,SOSV is a venture capital firm providing multi-stage investment to develop and scale their founders' big ideas for positive change.,"Princeton, New Jersey, United States","Finance, Financial Services, Venture Capital",sosv.com/,https://www.linkedin.com/company/sosvvc/
Acceleprise,Acceleprise invests in early stage B2B SaaS and enterprise technology companies and unifies the global technology community through mentors.,"San Francisco, California, United States","B2B, Enterprise Software, SaaS",www.acceleprise.vc,http://www.linkedin.com/company/acceleprise
Newark Venture Partners,"Newark Venture Partners is an early stage venture fund based in Newark, NJ.","Newark, New Jersey, United States","Finance, Financial Services, Venture Capital",www.newarkventurepartners.com,https://www.linkedin.com/company/newark-venture-partners
Springboard,Springboard is a training company for businesses that combines investment capital with a mentor-led accelerator program.,"Cambridge, Cambridgeshire, United Kingdom","Education, Finance, Internet",None,None
XRC Labs,XRC Labs is an innovation accelerator for the next generation of disruptors in the retail tech and consumer goods sectors.,"New York, New York, United States","Analytics, Consumer Goods, E-Commerce, Finance, Personal Health, Retail, Robotics, Supply Chain Management, Venture Capital, Wellness",xrclabs.com/,https://www.linkedin.com/company/xrclabs/
APX,APX is an industry-agnostic startup investor and accelerator in Berlin backed by the Axel Springer and Porsche.,"Berlin, Berlin, Germany","Finance, Financial Services, Venture Capital",None,https://www.linkedin.com/company/joinapx
Disney Accelerator,Advancing opportunities between innovative technologies and The Walt Disney Company,"Los Angeles, California, United States","Consulting, Internet, Software, Venture Capital",disneyaccelerator.com/,https://www.linkedin.com/company-beta/6538139/
"Barclays Accelerator, powered by Techstars - London",Techstars is the worldwide network that helps entrepreneurs succeed,"London, England, United Kingdom","Finance, Financial Services, FinTech",www.techstars.com/programs/barclays-london-prog...,None
METRO Xcel,METRO Xcel is a highly selective sales driven program for technology-first startups targeting Hospitality and Retail industries.,"Berlin, Berlin, Germany","Financial Services, Hospitality, Retail Technology",www.metroaccelerator.com,https://www.linkedin.com/company/metro-accelerator
Internet Initiatives Development Fund (IIDF),Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,"Moscow, Moscow City, Russian Federation","Cyber Security, E-Commerce, Financial Services, FinTech, Internet, Internet of Things, Venture Capital",www.iidf.ru,https://www.linkedin.com/company-beta/3253626/
HAX,HAX is a full stack accelerator for hardware startups.,"Shenzhen, Guangdong, China","Hardware, Manufacturing, Venture Capital",www.hax.co,https://www.linkedin.com/company/hax
Airbus,"Airbus designs, manufactures and delivers industry-leading commercial aircraft, helicopters, military and space systems worldwide.","Blagnac, Midi-Pyrenees, France","Aerospace, National Security, Space Travel",None,https://www.linkedin.com/showcase/airbus
Techstars New York City Accelerator,The Techstars Accelerator program in New York City focuses on a wide range of tech startups.,"New York, New York, United States",Finance,www.techstars.com/programs/nyc-program/,None
Village Capital,Village Capital builds bridges for entrepreneurs who are creating an inclusive and sustainable world.,"Washington, District of Columbia, United States","Agriculture, EdTech, Education, Energy, Finance, Financial Services, FinTech, Health Care",www.vilcap.com,http://www.linkedin.com/company/village-capital
Surge,Surge is a rapid-scale up program by Sequoia Capital India for early-stage startups in India and Southeast Asia.,"Singapore, Central Region, Singapore","Financial Services, Information Technology, Internet",None,https://www.linkedin.com/company/surgeahead
Techstars Boston Accelerator,Techstars Boston Accelerator is a top innovation hub that attracts top talent from all over the world.,"Boston, Massachusetts, United States","Business Development, Consulting, Event Management, Management Consulting",www.techstars.com/programs/boston-program/,https://www.linkedin.com/company/techstars/
MOX,MOX offers investment and Asia market entry to mobile startups from around the globe,"Taipei, T'ai-pei, Taiwan",Asia-Pacific (APAC),mobileonlyx.com/,https://www.linkedin.com/company/mobile-only-accelerator-mox-
Capital Factory,Capital Factory is the center of gravity for tech startups in Texas.,"Austin, Texas, United States","Banking, Financial Services, Incubators",www.capitalfactory.com,http://www.linkedin.com/company/capital-factory
Techstars London Accelerator,The Techstars Accelerator program in London focuses on a wide range of tech startups.,"London, England, United Kingdom",Finance,www.techstars.com/programs/london-program/,https://www.linkedin.com/company/techstars/
WOW Aceleradora,"WOW connects startups and investors through an accelerated program that combines capital, networking, mentoring and training.","Porto Alegre, Rio Grande do Sul, Brazil","Angel Investment, Venture Capital",wow.ac,http://www.linkedin.com/company/wow-aceleradora
